transcripts,p-val
MSTRG.10369_MSTRG.10369.1,0.6864990296033764
MSTRG.3498_ENST00000370986.9,8.395807878735994e-06
MSTRG.47037_ENST00000606999.5,0.32921847021214345
MSTRG.56724_ENST00000420455.5,0.5416355341942232
MSTRG.70404_ENST00000506765.1,0.7033452837511589
MSTRG.88087_MSTRG.88087.43,0.579463050596253
MSTRG.60602_MSTRG.60602.4,0.00023372701394563705
MSTRG.6298_MSTRG.6298.21,0.427059116304238
MSTRG.75537_MSTRG.75537.29,0.2292952581819912
MSTRG.15060_MSTRG.15060.1,0.2922198832701739
MSTRG.71011_MSTRG.71011.2,0.2707055012149249
MSTRG.5862_ENST00000428024.3,0.30642576223426077
MSTRG.72975_MSTRG.72975.6,0.5017846575192226
MSTRG.50036_ENST00000295321.9,0.026075294204442847
MSTRG.36182_ENST00000580888.5,0.3368806558810346
MSTRG.2618_MSTRG.2618.18,0.38258495759807987
MSTRG.93266_ENST00000473931.1,0.08003965574324022
MSTRG.7592_ENST00000475035.5,0.8921038376021985
MSTRG.15434_MSTRG.15434.4,0.5485115976189281
MSTRG.38034_ENST00000264657.9,0.023093794723804347
MSTRG.70794_MSTRG.70794.2,0.6194064799541378
MSTRG.82148_ENST00000292538.9,0.17680842072772623
MSTRG.21805_ENST00000553151.5,0.5208622831311257
MSTRG.70730_MSTRG.70730.2,0.5669110548596964
MSTRG.66373_ENST00000358602.9,0.11743469990485904
MSTRG.75473_MSTRG.75473.6,0.008393454221985522
MSTRG.91881_ENST00000492540.5,0.7717311425993693
MSTRG.55840_MSTRG.55840.10,0.8343445201747117
MSTRG.89175_MSTRG.89175.3,0.3965548063152028
MSTRG.72732_MSTRG.72732.108,0.44512738777202443
MSTRG.2643_ENST00000495421.1,0.9435570110317171
MSTRG.93179_MSTRG.93179.1,0.2563745856963782
MSTRG.55484_ENST00000371219.2,0.8839071195480122
MSTRG.75376_MSTRG.75376.44,0.7016222858979324
MSTRG.1535_ENST00000617979.5,0.9343105754473936
MSTRG.19019_ENST00000541507.5,0.9872393289686643
MSTRG.50189_ENST00000462321.1,0.11879644836726125
MSTRG.20763_ENST00000553474.5,0.05658582945322882
MSTRG.60282_MSTRG.60282.3,0.11235078380679929
MSTRG.20789_MSTRG.20789.3,0.6720146767240931
MSTRG.5541_MSTRG.5541.5,0.7975871556362346
MSTRG.33779_ENST00000448516.6,0.006378578321583704
MSTRG.85236_ENST00000328195.8,0.9422828494516012
MSTRG.93915_ENST00000373335.4,0.6989212148437038
MSTRG.47265_MSTRG.47265.1,0.12391336152011266
MSTRG.5446_ENST00000369168.4,0.008591172200471654
MSTRG.10962_ENST00000331173.6,0.2702927758930915
MSTRG.81234_MSTRG.81234.1,0.008916516154601045
MSTRG.75318_ENST00000399082.7,0.9537007581226162
MSTRG.26081_MSTRG.26081.1,0.4881444262556205
MSTRG.29127_ENST00000650110.1,0.4163906397834909
MSTRG.33683_MSTRG.33683.6,0.5055336151037673
MSTRG.36025_ENST00000206020.8,0.0402020790134933
MSTRG.87214_ENST00000407775.7,0.5028049227553781
MSTRG.38322_MSTRG.38322.7,0.0012131941593603033
MSTRG.57251_MSTRG.57251.1,0.7783793483057474
MSTRG.93905_ENST00000395603.7,0.329259409684288
MSTRG.32109_ENST00000335968.8,0.6274638045891797
MSTRG.32368_ENST00000301724.14,0.5180065354480292
MSTRG.75467_ENST00000606496.1,0.4771908677325638
MSTRG.81254_MSTRG.81254.5,0.20187093613450002
MSTRG.43236_ENST00000254337.10,0.5978661402879089
MSTRG.15860_MSTRG.15860.17,0.026098770929744705
MSTRG.16771_MSTRG.16771.2,0.5234551927012143
MSTRG.17994_ENST00000392859.7,0.8178079970004148
MSTRG.58330_MSTRG.58330.3,0.12437063405287095
MSTRG.45991_MSTRG.45991.2,0.842542256973698
MSTRG.79411_MSTRG.79411.10,0.12680479182035603
MSTRG.20765_MSTRG.20765.1,0.2627411385977718
MSTRG.44791_ENST00000595018.5,0.3190471570858091
MSTRG.91223_ENST00000259477.6,0.38566537148276436
MSTRG.1082_ENST00000376008.3,0.026468257528648877
MSTRG.74310_MSTRG.74310.2,0.7970742400067129
MSTRG.47021_ENST00000447619.5,0.8832541724143885
MSTRG.16084_MSTRG.16084.14,0.4890563665530354
MSTRG.23807_ENST00000343307.5,0.791929817563201
MSTRG.15668_MSTRG.15668.2,0.15742513769270303
MSTRG.44767_ENST00000600518.2,0.48295306414239947
MSTRG.28280_MSTRG.28280.10,0.0993211958605279
MSTRG.12832_ENST00000588224.1,0.2596843555253875
MSTRG.64702_ENST00000302787.3,0.3013309325582757
MSTRG.13040_MSTRG.13040.1,0.2616705920954256
MSTRG.13127_ENST00000368842.10,0.025947995075478857
MSTRG.94734_ENST00000644802.1,0.09989420716253002
MSTRG.72695_ENST00000230771.9,0.2834735399496314
MSTRG.52351_MSTRG.52351.4,0.41732494984203083
MSTRG.89969_MSTRG.89969.5,0.7548363527681492
MSTRG.40597_MSTRG.40597.1,0.01625664963286508
MSTRG.5494_MSTRG.5494.49,0.5340842169526401
MSTRG.35836_MSTRG.35836.2,0.19864314534967759
MSTRG.54526_ENST00000374385.10,0.5582105226853191
MSTRG.1265_MSTRG.1265.1,0.48745195907796735
MSTRG.55910_ENST00000617716.4,0.7990850001478988
MSTRG.79344_ENST00000344417.10,0.36710746317270115
MSTRG.5817_MSTRG.5817.1,0.15033509481644922
MSTRG.44692_ENST00000598417.5,0.21320946876095567
MSTRG.35891_MSTRG.35891.11,0.7347475038890687
MSTRG.39184_ENST00000577395.5,0.24687757768983126
MSTRG.5782_MSTRG.5782.9,0.0166517475544255
MSTRG.70451_ENST00000506750.5,0.9771008597969345
MSTRG.46480_MSTRG.46480.6,0.436003270259689
MSTRG.57070_MSTRG.57070.10,0.6052038044052759
MSTRG.50057_MSTRG.50057.9,0.83469404177046
MSTRG.91335_MSTRG.91335.20,0.16868109842521578
MSTRG.2098_MSTRG.2098.3,0.09424967965324019
MSTRG.38534_ENST00000419140.6,0.0024113897988895057
MSTRG.62593_MSTRG.62593.1,0.7505540497892667
MSTRG.42258_ENST00000469144.5,0.0017172977792990582
MSTRG.26014_ENST00000397120.8,0.17073160086454273
MSTRG.19933_ENST00000345127.9,0.08358341362056973
MSTRG.50152_ENST00000409031.5,0.2694447483584343
MSTRG.34623_ENST00000317147.10,0.34863453933392996
MSTRG.39062_ENST00000240328.4,0.5874570992979891
MSTRG.14364_MSTRG.14364.3,0.8754460920269018
MSTRG.37144_ENST00000581407.5,0.5352009036987815
MSTRG.45316_ENST00000641098.1,0.13101478394750013
MSTRG.6955_MSTRG.6955.1,0.6971579753283152
MSTRG.28280_MSTRG.28280.30,0.15347769190280625
MSTRG.79611_ENST00000400331.10,0.31359712047845245
MSTRG.95427_ENST00000462691.5,0.2411993388472551
MSTRG.93754_ENST00000463445.1,0.9824771799852775
MSTRG.6872_MSTRG.6872.2,0.2771327311422713
MSTRG.92322_ENST00000380523.8,0.7445848519585279
MSTRG.90396_ENST00000375249.5,0.10331364672701443
MSTRG.705_ENST00000377732.5,0.06752703786637054
MSTRG.9727_ENST00000281141.9,0.6986802707583684
MSTRG.46980_ENST00000380649.8,0.2776847741295929
MSTRG.2290_ENST00000640233.1,0.2990495390967018
MSTRG.2767_ENST00000472710.2,0.9420995230089575
MSTRG.21031_ENST00000542724.5,0.2785625495205385
MSTRG.13467_MSTRG.13467.2,0.07589218491992879
MSTRG.13677_ENST00000380996.9,0.15648393858511506
MSTRG.23927_ENST00000438666.7,0.007886192835743636
MSTRG.2069_MSTRG.2069.6,0.353135498865114
MSTRG.32560_MSTRG.32560.24,0.8425425377565862
MSTRG.53425_ENST00000381724.7,0.8525727956079275
MSTRG.37813_MSTRG.37813.1,0.6821852917658935
MSTRG.9067_ENST00000366541.8,0.04662525115006545
MSTRG.73112_ENST00000522145.5,0.8948638123972859
MSTRG.8534_MSTRG.8534.6,0.016922387169989322
MSTRG.72304_MSTRG.72304.2,0.04209035206211639
MSTRG.44234_MSTRG.44234.2,0.23907935190638488
MSTRG.20702_MSTRG.20702.9,0.1523331483933127
MSTRG.50036_MSTRG.50036.7,0.12392163048278494
MSTRG.84628_MSTRG.84628.1,0.8998478743407569
MSTRG.26267_ENST00000554243.1,0.11511233544250286
MSTRG.33361_ENST00000570319.5,0.6634585114126285
MSTRG.3673_ENST00000370801.8,0.2964233190953587
MSTRG.16676_MSTRG.16676.9,0.38608990907421425
MSTRG.13551_MSTRG.13551.3,0.6733526067634154
MSTRG.75266_ENST00000461483.5,0.9085638366888706
MSTRG.43335_MSTRG.43335.7,0.3780212106255234
MSTRG.49004_MSTRG.49004.7,0.05514473845898413
MSTRG.65581_ENST00000358869.5,0.43301223877817885
MSTRG.48428_MSTRG.48428.19,0.9916123933709244
MSTRG.56423_MSTRG.56423.1,0.8614551878185381
MSTRG.31026_ENST00000567435.5,0.45903470440863303
MSTRG.7746_MSTRG.7746.6,0.24814012807326946
MSTRG.11288_ENST00000359655.9,0.7724396939409611
MSTRG.8496_ENST00000366759.8,0.04574344622559421
MSTRG.86845_ENST00000342697.5,0.0011841022995335928
MSTRG.72301_ENST00000360568.7,0.9773464304268914
MSTRG.5543_ENST00000540998.5,0.42625099012409284
MSTRG.80338_MSTRG.80338.8,0.9851088043962641
MSTRG.82633_ENST00000412584.6,0.049617936301829195
MSTRG.91365_MSTRG.91365.1,0.28234804480296205
MSTRG.60514_ENST00000418611.5,0.29386992824753877
MSTRG.87476_MSTRG.87476.1,0.0013333592979614007
MSTRG.30784_ENST00000310673.4,0.9215995658390416
MSTRG.53523_MSTRG.53523.12,0.21175039934719345
MSTRG.27248_ENST00000555925.5,0.04261118768432008
MSTRG.84885_ENST00000518379.5,0.0016394159421991518
MSTRG.44193_MSTRG.44193.1,0.8769582527949226
MSTRG.61094_MSTRG.61094.1,0.01358967828623792
MSTRG.14103_MSTRG.14103.9,0.7588787575930774
MSTRG.38047_MSTRG.38047.2,0.7223021541563066
MSTRG.42451_MSTRG.42451.21,0.002828971456971033
MSTRG.20914_ENST00000484568.1,6.222294007485875e-06
MSTRG.65596_MSTRG.65596.7,0.414542458482976
MSTRG.20250_ENST00000394963.9,0.11981517114780094
MSTRG.3718_ENST00000476876.5,0.1289096331612201
MSTRG.51976_ENST00000374580.10,0.017424632487801617
MSTRG.31035_ENST00000569063.5,0.3730509078278571
MSTRG.74311_ENST00000379608.8,0.046933644905827014
MSTRG.42130_MSTRG.42130.2,0.7728421977619924
MSTRG.56926_ENST00000380900.2,0.0003431104095900529
MSTRG.50007_ENST00000393040.7,0.8490471369229117
MSTRG.1254_MSTRG.1254.7,0.24198694897171105
MSTRG.3811_ENST00000370685.7,0.19461086647078782
MSTRG.12935_ENST00000489822.5,0.9581668336920629
MSTRG.93812_ENST00000429829.6,0.45654038724600055
MSTRG.32132_ENST00000354296.9,0.4114068990316946
MSTRG.68060_MSTRG.68060.5,0.31803689324725276
MSTRG.88469_ENST00000470205.2,0.7013764657524457
MSTRG.49100_ENST00000272610.3,0.8432866390823642
MSTRG.5858_MSTRG.5858.26,0.4818818043214348
MSTRG.6170_ENST00000314485.12,0.8377860781703236
MSTRG.42514_ENST00000221847.6,0.06162139099600318
MSTRG.75041_MSTRG.75041.1,0.582523148488771
MSTRG.88120_MSTRG.88120.33,0.3995617528364953
MSTRG.7463_MSTRG.7463.75,0.07014268436888896
MSTRG.45065_ENST00000591597.5,0.21304522491191863
MSTRG.38034_ENST00000588969.5,0.03623420494042735
MSTRG.5740_MSTRG.5740.26,0.9913407136016182
MSTRG.20007_MSTRG.20007.3,0.3646640664792541
MSTRG.12020_ENST00000371627.5,0.011428621614835911
MSTRG.68347_ENST00000536354.3,0.0004445911886704
MSTRG.81254_ENST00000055077.8,0.9405348878430984
MSTRG.14255_MSTRG.14255.22,0.10573285677497914
MSTRG.37160_ENST00000332830.9,0.1814584660839253
MSTRG.88656_ENST00000434457.6,0.25287150925572577
MSTRG.95612_MSTRG.95612.1,0.7019339451211304
MSTRG.2479_MSTRG.2479.4,0.8778483876106016
MSTRG.55110_ENST00000482556.5,0.3817522856531992
MSTRG.18833_ENST00000229238.5,0.9503246059823727
MSTRG.74120_ENST00000404155.1,0.8963648766197454
MSTRG.5908_MSTRG.5908.1,0.8311844112407997
MSTRG.5517_MSTRG.5517.88,0.8726559115922012
MSTRG.65315_MSTRG.65315.1,0.7878474032122544
MSTRG.66693_ENST00000448323.5,0.4477801670009638
MSTRG.12727_ENST00000629706.2,0.5732015254397622
MSTRG.89571_MSTRG.89571.1,0.6308034909990632
MSTRG.11537_MSTRG.11537.45,0.7506548615015102
MSTRG.73358_ENST00000520449.1,0.04405159184557804
MSTRG.44413_ENST00000443387.2,0.33306552155503755
MSTRG.49419_ENST00000409501.7,0.8842413225527133
MSTRG.65687_ENST00000503431.5,0.005041405584449019
MSTRG.42278_MSTRG.42278.3,0.7347389461383153
MSTRG.60262_ENST00000207870.8,0.9382966971046052
MSTRG.2767_ENST00000617190.4,0.6235923710980303
MSTRG.2618_MSTRG.2618.26,0.16450889391772083
MSTRG.67149_MSTRG.67149.7,0.7275593369140927
MSTRG.18938_MSTRG.18938.34,0.09943905319274916
MSTRG.49395_MSTRG.49395.11,0.44549736982716237
MSTRG.58371_ENST00000333137.11,0.7204736913225348
MSTRG.72581_MSTRG.72581.14,0.8643625277161102
MSTRG.79086_MSTRG.79086.1,0.5652077964096465
MSTRG.31053_MSTRG.31053.6,0.9557164542595484
MSTRG.80547_ENST00000395542.6,0.7010085165438033
MSTRG.73244_MSTRG.73244.3,0.4652912727415398
MSTRG.61117_ENST00000404589.8,0.0032167775025115416
MSTRG.44878_MSTRG.44878.4,0.7900709840582169
MSTRG.35740_ENST00000329099.4,0.8564614526009389
MSTRG.86816_MSTRG.86816.21,0.35922263927981757
MSTRG.80150_ENST00000436911.6,0.7039749264331483
MSTRG.41599_MSTRG.41599.4,0.3477283053952105
MSTRG.40160_ENST00000392341.5,0.3761380385746421
MSTRG.83392_MSTRG.83392.3,0.07852596587625996
MSTRG.40171_ENST00000312648.8,0.422472367883302
MSTRG.1071_ENST00000400797.3,0.297928896626396
MSTRG.38404_MSTRG.38404.34,0.6739450453945688
MSTRG.40108_ENST00000472244.5,0.9180344134452956
MSTRG.21299_ENST00000519948.4,0.3986881759100409
MSTRG.25734_ENST00000336811.10,0.45216391746777673
MSTRG.5861_ENST00000481771.5,0.11735446119747509
MSTRG.38895_MSTRG.38895.3,0.1803270002823747
MSTRG.36347_MSTRG.36347.8,0.03791794622731871
MSTRG.54359_ENST00000217315.9,0.8845253360562705
MSTRG.27593_MSTRG.27593.29,0.8728172497291086
MSTRG.4728_ENST00000357443.2,0.24784967581277462
MSTRG.88272_MSTRG.88272.19,0.009081303201360849
MSTRG.2442_ENST00000372805.7,0.1092417433822584
MSTRG.39670_ENST00000579298.5,0.6303021474568593
MSTRG.78395_ENST00000543571.6,0.4417975812180738
MSTRG.18833_ENST00000543959.5,0.8728750596615508
MSTRG.24284_ENST00000492622.6,0.08496951794572118
MSTRG.82011_ENST00000453269.7,0.5633781713400685
MSTRG.34553_ENST00000562023.5,0.24088741563652483
MSTRG.88182_MSTRG.88182.10,0.030365759739006275
MSTRG.70909_ENST00000509358.6,0.19321572024050687
MSTRG.77371_ENST00000275080.11,0.3968480155750945
MSTRG.941_ENST00000376762.8,0.7566141195353823
MSTRG.61774_ENST00000498274.5,0.7078763951246734
MSTRG.60710_MSTRG.60710.14,0.02034959461614187
MSTRG.93126_MSTRG.93126.1,0.1836806536161993
MSTRG.84931_MSTRG.84931.1,0.01483005915790332
MSTRG.20789_MSTRG.20789.2,0.8371592387732494
MSTRG.49854_ENST00000311521.8,0.2962930832953984
MSTRG.6195_ENST00000438008.5,0.8074140214101166
MSTRG.12456_ENST00000661543.1,0.9662819019737126
MSTRG.6868_ENST00000263733.5,0.27801535507816333
MSTRG.34789_ENST00000393997.8,0.13130641172083654
MSTRG.67539_ENST00000515017.5,0.36897636729754324
MSTRG.35435_ENST00000393243.5,0.04594757883183234
MSTRG.31997_MSTRG.31997.1,0.1703461532037839
MSTRG.73802_ENST00000313386.9,0.5058258433539506
MSTRG.51635_ENST00000281416.11,0.4310187392655115
MSTRG.3934_MSTRG.3934.1,0.1017120855547143
MSTRG.14957_MSTRG.14957.7,0.31956514639894545
MSTRG.59993_MSTRG.59993.7,0.08166445017809283
MSTRG.90915_MSTRG.90915.1,0.3894510813781351
MSTRG.58911_ENST00000306149.12,0.025836981706158495
MSTRG.75227_MSTRG.75227.40,0.6825807688172266
MSTRG.13893_ENST00000454828.5,0.6546709621897637
MSTRG.30751_ENST00000178640.10,0.09298260437950753
MSTRG.53900_ENST00000278780.7,0.37835273129892666
MSTRG.85267_ENST00000317025.13,0.7860496407051096
MSTRG.81350_MSTRG.81350.1,0.011109185963611875
MSTRG.12238_ENST00000466895.5,0.7034393656856728
MSTRG.93358_ENST00000322213.8,0.7575436821815414
MSTRG.79911_ENST00000496846.1,0.10706893493583837
MSTRG.94260_ENST00000471229.7,0.14443807419127658
MSTRG.47386_ENST00000409566.1,0.4875232003414256
MSTRG.49060_ENST00000357485.8,0.5974901779345616
MSTRG.6733_ENST00000412059.5,0.5045520385363798
MSTRG.54389_MSTRG.54389.13,0.8433461176216371
MSTRG.2707_ENST00000494399.5,0.4630333741315594
MSTRG.45895_ENST00000291759.5,0.16149895852997248
MSTRG.42358_MSTRG.42358.59,0.16574787906395144
MSTRG.16780_MSTRG.16780.1,0.0008736034895713812
MSTRG.18883_ENST00000540667.5,0.6630359583219757
MSTRG.24157_ENST00000261489.6,0.0004186444261906368
MSTRG.38226_MSTRG.38226.8,0.13207212200909005
MSTRG.37882_ENST00000301665.8,0.6140953239010674
MSTRG.57643_MSTRG.57643.5,0.5252896558512784
MSTRG.64717_ENST00000423729.2,0.07830661609123393
MSTRG.92409_ENST00000380084.8,0.21244719049521532
MSTRG.466_MSTRG.466.1,0.7636496391799393
MSTRG.47308_ENST00000405912.8,0.9562468005983795
MSTRG.8526_ENST00000366731.9,0.2975637874340269
MSTRG.62793_ENST00000471595.5,0.6634887820860493
MSTRG.23952_MSTRG.23952.2,0.5491049208455419
MSTRG.12381_ENST00000370220.1,0.12828683809404465
MSTRG.86899_ENST00000220763.10,0.10257310718424342
MSTRG.31530_MSTRG.31530.12,0.6730532585053679
MSTRG.48344_ENST00000272433.6,0.16634609189836075
MSTRG.3811_ENST00000610457.1,0.2016245018902371
MSTRG.94039_ENST00000357749.7,0.02557336783750673
MSTRG.48634_MSTRG.48634.5,0.484818091173297
MSTRG.95047_MSTRG.95047.2,0.6907587163100618
MSTRG.59381_ENST00000395701.7,0.27843034144042544
MSTRG.69651_MSTRG.69651.1,0.9900557919409518
MSTRG.37368_ENST00000394670.8,0.5592542084150653
MSTRG.42236_MSTRG.42236.7,0.22990124899126113
MSTRG.64028_ENST00000310118.9,0.001991824942810214
MSTRG.36056_ENST00000327154.10,0.16341185675308773
MSTRG.75148_MSTRG.75148.12,0.7738615273482422
MSTRG.15703_MSTRG.15703.19,0.2996954653646533
MSTRG.73781_ENST00000029410.10,0.4687025789438315
MSTRG.79197_ENST00000469750.5,0.6008957344024471
MSTRG.26058_ENST00000561415.1,0.06488852252811288
MSTRG.94346_ENST00000372674.5,0.805119727280317
MSTRG.5016_MSTRG.5016.4,0.18776485749910637
MSTRG.70848_ENST00000514522.2,0.4778087137698658
MSTRG.32677_MSTRG.32677.13,0.2871507136550796
MSTRG.1962_MSTRG.1962.2,0.4505060231106385
MSTRG.93471_MSTRG.93471.1,0.7005601759921997
MSTRG.52355_ENST00000491306.6,0.7261857481221226
MSTRG.45454_MSTRG.45454.42,0.9369755420587024
MSTRG.25996_ENST00000397276.6,0.791497153908163
MSTRG.39721_MSTRG.39721.3,0.10757464152847164
MSTRG.50884_MSTRG.50884.15,0.10486581141519445
MSTRG.4197_MSTRG.4197.16,0.5676944986539729
MSTRG.15074_ENST00000530326.5,0.5532912556333279
MSTRG.27462_MSTRG.27462.24,0.3413866669127429
MSTRG.91459_MSTRG.91459.2,0.9251635097217317
MSTRG.53405_MSTRG.53405.3,0.4143750742459217
MSTRG.42807_MSTRG.42807.21,0.43861753652320234
MSTRG.35053_MSTRG.35053.11,0.7114834358497362
MSTRG.20323_ENST00000549732.6,0.11742188625228459
MSTRG.73350_MSTRG.73350.15,0.924215863434633
MSTRG.43646_ENST00000247003.9,0.2239618127016527
MSTRG.43614_ENST00000578963.5,0.8120931706982999
MSTRG.70289_ENST00000361115.4,0.004830460169297888
MSTRG.13953_MSTRG.13953.1,0.6759985844892884
MSTRG.19329_ENST00000539131.1,0.022521514375917397
MSTRG.81386_ENST00000424818.5,0.785851112220249
MSTRG.84510_ENST00000262101.10,0.6466830644253775
MSTRG.16559_ENST00000355693.5,0.01676574519409613
MSTRG.27504_ENST00000394009.5,4.798705626968605e-06
MSTRG.45385_ENST00000544278.2,0.13562804204281903
MSTRG.6102_MSTRG.6102.18,0.3683406385813215
MSTRG.80698_MSTRG.80698.1,0.12428273758071261
MSTRG.18818_MSTRG.18818.44,0.38937173806182457
MSTRG.37687_ENST00000611212.1,0.4239708341267372
